,train_loss,val_loss
0,3.544151456459709,3.263271689414978
1,3.21126997989157,3.2143526474634805
2,3.100039782731429,3.0152830282847085
3,2.8739019891490107,2.8047797282536826
4,2.6950419467428457,2.6367669900258384
5,2.5346077525097392,2.475449283917745
6,2.367548196212105,2.277515451113383
7,2.1301533320675725,2.0260695020357766
8,1.9066821673642034,1.7977551221847534
9,1.3762325255767158,0.8391189177831014
10,0.6089970754540485,0.5658625364303589
11,0.49147216910901276,0.4455072234074275
12,0.40595373122588446,0.3862347900867462
13,0.37517471417136816,0.36828085283438367
14,0.3506869421057079,0.33644041419029236
15,0.3162655797989472,0.3061554282903671
16,0.2933142787736395,0.2873040437698364
17,0.275739008317823,0.268787423769633
18,0.2585706901939019,0.25314341485500336
19,0.24370123089655585,0.23919296016295752
20,0.23277969755556271,0.22957904388507208
21,0.22383961016717163,0.22139974683523178
22,0.21466273749652115,0.2133276437719663
23,0.20707925668229227,0.20587942997614542
24,0.20036788317172424,0.2002466544508934
25,0.19456861394902933,0.19498060395320257
26,0.190080470688965,0.19031140704949698
27,0.1858411385961201,0.18638819952805838
28,0.18165820383507272,0.18228278557459512
29,0.17837351495804993,0.17994464685519537
30,0.17537005569623865,0.17639247328042984
31,0.1728155185347018,0.1742215876777967
32,0.17006727308034897,0.17148903260628381
33,0.16776464749937472,0.16933013250430426
34,0.16542511012243188,0.16700236747662225
35,0.16313709642576135,0.1648243342836698
36,0.161379792444084,0.16320793082316717
37,0.15966700470965842,0.1610108489791552
38,0.15807432260202325,0.15983098993698755
39,0.1565403251544289,0.1583749900261561
40,0.15495633560678232,0.15689488997062048
41,0.15369312011677286,0.155352254708608
42,0.15224865823984146,0.15434755136569342
43,0.15123113503922586,0.15316834300756454
44,0.15015613449656445,0.15228710820277533
45,0.14941570907831192,0.15136486540238062
46,0.14818303902512012,0.1504424661397934
47,0.14772535795750824,0.15014016876618066
48,0.14677829068640005,0.1490808849533399
49,0.14621374043433563,0.1482743720213572
50,0.14573165774345398,0.14804328481356302
51,0.144884643347367,0.1476195529103279
52,0.14467702903177426,0.1468869373202324
53,0.14412755745908487,0.14654305328925452
54,0.1436295353848001,0.14618505289157233
55,0.14326401637948077,0.14535322537024817
56,0.14287261762048886,0.1455362687508265
57,0.1427847150227298,0.1447528526186943
58,0.14222394091927487,0.14446228494246802
59,0.14198150518147842,0.14434068898359934
60,0.14175065995558447,0.14421553909778595
61,0.14155384995367215,0.14392444491386414
62,0.14132364126651184,0.14360707501570383
63,0.14089549948339877,0.1431479553381602
64,0.14104844921309015,0.14329035331805548
65,0.14042957515820212,0.14269521335760751
66,0.14054874946241794,0.14273246874411902
67,0.14042187514512436,0.14252250889937082
68,0.14025191735962164,0.14257758110761642
69,0.13994701077108798,0.1426001861691475
70,0.13977962246407633,0.14209851622581482
71,0.13949014991521835,0.14200149228175482
72,0.13937414502320083,0.1415842597683271
73,0.1390955150127411,0.14191699773073196
74,0.13891197805819305,0.1417347937822342
75,0.13903952843469122,0.1413675198952357
76,0.1389484752131545,0.14120795081059137
77,0.1387727960296299,0.14101425558328629
78,0.13842362003481906,0.14089119186004004
79,0.13843776965918747,0.1406752566496531
80,0.13843399804571402,0.14043302088975906
81,0.1383030093882395,0.1407319332162539
82,0.13829857888429062,0.14092402905225754
83,0.13798044589550598,0.14051925639311472
84,0.1379300054648648,0.14038965106010437
85,0.13773938430392224,0.14030877749125162
86,0.13766631775576135,0.14012112220128378
87,0.1375332798646844,0.14012552301088968
88,0.13748301014952038,0.1398958389957746
89,0.13737430909405585,0.13955748081207275
90,0.1373026973527411,0.13951380054155985
91,0.13716969379912253,0.13953223824501038
92,0.1371171063055163,0.13949710379044214
93,0.13714868024639462,0.1396215781569481
94,0.13691194323093994,0.13955223311980566
95,0.13676899347616278,0.13935942451159158
96,0.13670593597318814,0.13922658562660217
97,0.13674587367669397,0.13924648612737656
98,0.1367552685348884,0.1391987924774488
99,0.13648767639761386,0.13899252067009607
100,0.1366823497025863,0.13897374520699182
101,0.13624167571897092,0.13875250766674677
102,0.136352286066698,0.13893146067857742
103,0.1361436238107474,0.13890884816646576
104,0.13604586668636487,0.1389718105395635
105,0.13611694749282754,0.13893400132656097
106,0.1359762147716854,0.13886483013629913
107,0.13583683902802673,0.13854639480511347
108,0.13570099777501562,0.13853598882754645
109,0.13580352165128873,0.13863014926513037
110,0.13569917821365854,0.13825747122367224
111,0.13582138522811557,0.13853982090950012
112,0.135723275658877,0.13834790885448456
113,0.13523216869520105,0.1380071813861529
114,0.1354465620673221,0.13798965513706207
115,0.13527573029632153,0.13844116032123566
116,0.13541824403016464,0.13827646523714066
117,0.1352877105059831,0.13824380685885748
118,0.1351794117818708,0.13774233559767404
119,0.13516624109900516,0.13760934273401895
120,0.13476407527923584,0.13783450424671173
121,0.13503146851840225,0.13759708404541016
122,0.1348965521092,0.13783536354700723
123,0.13480772758307663,0.13773141304651895
124,0.13495282764020172,0.1374831646680832
125,0.13480098869489587,0.13750877728064856
126,0.13472513724928317,0.13766190906365713
127,0.13462046792973642,0.13782159984111786
128,0.13437510508558023,0.13779311627149582
129,0.13440220414296442,0.1375194489955902
130,0.1345250784702923,0.13728882372379303
131,0.13444754513709442,0.1374421070019404
132,0.13453540270743164,0.13739616920550665
133,0.13435116345467774,0.1374346688389778
134,0.13429354779098346,0.1369012842575709
135,0.1342296082040538,0.13691139221191406
136,0.134212974620902,0.13702970494826636
137,0.1341080296298732,0.1370776668190956
138,0.134128509980181,0.13724341243505478
139,0.13413560584835385,0.13701688001553217
140,0.13416924360005753,0.13682343314091364
141,0.1341390483405279,0.1368730142712593
142,0.13411252492147943,0.13706108927726746
143,0.13397659847269888,0.1368037462234497
144,0.13379712759152704,0.13661491125822067
145,0.13386371634576633,0.13654916981856027
146,0.13361348762460376,0.13661824663480124
147,0.13368832870669986,0.13672715425491333
148,0.13357051364753558,0.13678080588579178
149,0.1334607322578845,0.13673594842354456
150,0.13372749511314475,0.13660446057717004
151,0.13324643606724945,0.1364130973815918
152,0.13322614781234576,0.13657848040262857
153,0.13345564739859622,0.13643001268307367
154,0.13332710155974264,0.13638241837422052
155,0.13354936792798663,0.1365531086921692
156,0.13344026680873788,0.1365541492899259
157,0.13335185109273248,0.13638087858756384
158,0.13335006424914236,0.13614858438571295
159,0.1333425479090732,0.13613068560759226
160,0.13322868262944015,0.13622809946537018
